10/14/2019,9.06
10/15/2019,0.19
10/16/2019,2.36
10/17/2019,-0.53
10/18/2019,-3.75
10/21/2019,-4.83
10/22/2019,1.26
10/23/2019,0.18
10/24/2019,1.31
10/25/2019,30.41
10/28/2019,0.17
10/29/2019,-3.77
10/30/2019,2.01
10/31/2019,1.82
11/1/2019,-3.01
11/4/2019,2.67
11/5/2019,-2.4
11/6/2019,8.58
11/7/2019,6.4
11/8/2019,2.64
11/11/2019,1.14
11/12/2019,3.03
